symbol,quote_date,expiration_date,days_to_expiration,contract_count,call_count,put_count,distinct_strikes,minimum_strike,maximum_strike,median_strike_gap,maximum_strike_gap,strike_gap_completeness_score,call_put_balance_score,completeness_score
FAST,2026-07-20,2026-08-21,32,3,3,0,3,45.0,50.0,2.5,2.5,1.0,0.0,0.58
FAST,2026-07-20,2026-09-18,60,1,1,0,1,50.0,50.0,,,1.0,0.0,0.36
FBTC,2026-07-20,2026-08-21,32,1,1,0,1,60.0,60.0,,,1.0,0.0,0.36
FBTC,2026-07-20,2026-09-18,60,1,1,0,1,70.0,70.0,,,1.0,0.0,0.36
FCX,2026-07-20,2026-07-31,11,5,4,1,5,60.0,70.0,2.0,5.0,1.0,0.4,0.88
FCX,2026-07-20,2026-08-07,18,1,0,1,1,58.0,58.0,,,1.0,0.0,0.36
FCX,2026-07-20,2026-08-21,32,7,5,2,7,46.0,85.0,5.0,10.0,1.0,0.571429,0.914286
FCX,2026-07-20,2026-09-18,60,6,3,3,5,50.0,75.0,5.0,10.0,1.0,1.0,1.0
FDS,2026-07-20,2026-09-18,60,2,1,1,2,180.0,400.0,220.0,220.0,1.0,1.0,0.67
FDX,2026-07-20,2026-07-31,11,1,1,0,1,440.0,440.0,,,1.0,0.0,0.36
FDX,2026-07-20,2026-08-07,18,1,0,1,1,285.0,285.0,,,1.0,0.0,0.36
FDX,2026-07-20,2026-08-21,32,2,1,1,2,270.0,350.0,80.0,80.0,1.0,1.0,0.67
FDXF,2026-07-20,2026-08-21,32,1,0,1,1,125.0,125.0,,,1.0,0.0,0.36
FE,2026-07-20,2026-08-21,32,1,1,0,1,50.0,50.0,,,1.0,0.0,0.36
FE,2026-07-20,2026-09-18,60,2,1,1,2,33.0,47.0,14.0,14.0,1.0,1.0,0.67
FICO,2026-07-20,2026-08-21,32,1,0,1,1,1180.0,1180.0,,,1.0,0.0,0.36
FIS,2026-07-20,2026-07-31,11,1,0,1,1,40.0,40.0,,,1.0,0.0,0.36
FISV,2026-07-20,2026-07-31,11,2,1,1,2,40.0,55.0,15.0,15.0,1.0,1.0,0.67
FISV,2026-07-20,2026-08-07,18,2,1,1,2,53.0,55.0,2.0,2.0,1.0,1.0,0.67
FISV,2026-07-20,2026-08-21,32,3,2,1,3,50.0,60.0,5.0,5.0,1.0,0.666667,0.713333
FISV,2026-07-20,2026-09-18,60,2,1,1,2,55.0,60.0,5.0,5.0,1.0,1.0,0.67
FITB,2026-07-20,2026-08-21,32,3,2,1,3,48.0,60.0,6.0,7.0,1.0,0.666667,0.713333
FITB,2026-07-20,2026-09-18,60,2,1,1,2,55.0,60.0,5.0,5.0,1.0,1.0,0.67
FLEX,2026-07-20,2026-08-21,32,8,3,5,8,85.0,165.0,5.0,30.0,0.416667,0.75,0.804167
FOXA,2026-07-20,2026-08-21,32,1,1,0,1,60.0,60.0,,,1.0,0.0,0.36
FOXA,2026-07-20,2026-09-18,60,2,2,0,2,60.0,75.0,15.0,15.0,1.0,0.0,0.47
FRT,2026-07-20,2026-08-21,32,1,1,0,1,125.0,125.0,,,1.0,0.0,0.36
FSLR,2026-07-20,2026-07-31,11,2,0,2,2,200.0,210.0,10.0,10.0,1.0,0.0,0.47
FSLR,2026-07-20,2026-08-07,18,1,0,1,1,200.0,200.0,,,1.0,0.0,0.36
FSLR,2026-07-20,2026-08-21,32,5,3,2,5,165.0,290.0,35.0,45.0,1.0,0.8,0.96
FSLR,2026-07-20,2026-09-18,60,9,7,2,9,185.0,400.0,22.5,50.0,1.0,0.444444,0.888889
FTNT,2026-07-20,2026-07-31,11,2,2,0,2,162.5,200.0,37.5,37.5,1.0,0.0,0.47
FTNT,2026-07-20,2026-08-07,18,1,1,0,1,230.0,230.0,,,1.0,0.0,0.36
FTNT,2026-07-20,2026-09-18,60,1,0,1,1,145.0,145.0,,,1.0,0.0,0.36
FXI,2026-07-20,2026-07-31,11,7,3,4,7,30.5,36.0,0.75,1.5,1.0,0.857143,0.971429
FXI,2026-07-20,2026-08-14,25,2,1,1,2,30.5,34.5,4.0,4.0,1.0,1.0,0.67
FXI,2026-07-20,2026-08-21,32,16,8,8,13,27.0,44.0,1.0,3.0,0.833333,1.0,0.958333
FXI,2026-07-20,2026-09-18,60,9,3,6,8,30.0,48.0,2.0,8.0,0.625,0.666667,0.839583
GD,2026-07-20,2026-07-31,11,1,1,0,1,350.0,350.0,,,1.0,0.0,0.36
GD,2026-07-20,2026-08-21,32,1,0,1,1,230.0,230.0,,,1.0,0.0,0.36
GD,2026-07-20,2026-09-18,60,3,3,0,3,310.0,390.0,40.0,70.0,1.0,0.0,0.58
GDDY,2026-07-20,2026-07-31,11,1,0,1,1,75.0,75.0,,,1.0,0.0,0.36
GDDY,2026-07-20,2026-08-07,18,1,0,1,1,94.0,94.0,,,1.0,0.0,0.36
GDDY,2026-07-20,2026-08-14,25,1,1,0,1,105.0,105.0,,,1.0,0.0,0.36
GDDY,2026-07-20,2026-08-21,32,1,1,0,1,82.5,82.5,,,1.0,0.0,0.36
GDX,2026-07-20,2026-07-31,11,7,3,4,6,59.0,85.0,5.0,10.0,1.0,0.857143,0.971429
GDX,2026-07-20,2026-08-07,18,2,2,0,2,72.0,80.0,8.0,8.0,1.0,0.0,0.47
GDX,2026-07-20,2026-08-14,25,1,1,0,1,85.0,85.0,,,1.0,0.0,0.36
GDX,2026-07-20,2026-08-21,32,18,11,7,17,65.0,98.0,1.0,6.0,0.416667,0.777778,0.809722
GDX,2026-07-20,2026-09-18,60,20,14,6,17,34.0,100.0,2.0,29.0,0.172414,0.6,0.713103
GDXJ,2026-07-20,2026-07-31,11,3,1,2,3,92.0,98.5,3.25,6.0,1.0,0.666667,0.713333
GDXJ,2026-07-20,2026-08-07,18,2,2,0,2,75.0,115.0,40.0,40.0,1.0,0.0,0.47
GDXJ,2026-07-20,2026-08-21,32,5,3,2,5,94.0,120.0,5.5,13.0,1.0,0.8,0.96
GDXJ,2026-07-20,2026-09-18,60,8,2,6,8,81.0,210.0,5.0,84.0,0.14881,0.5,0.687202
GE,2026-07-20,2026-07-31,11,2,1,1,2,280.0,365.0,85.0,85.0,1.0,1.0,0.67
GE,2026-07-20,2026-08-14,25,3,0,3,3,190.0,335.0,72.5,100.0,1.0,0.0,0.58
GE,2026-07-20,2026-08-21,32,8,5,3,8,310.0,420.0,10.0,30.0,0.833333,0.75,0.908333
GE,2026-07-20,2026-09-18,60,1,1,0,1,350.0,350.0,,,1.0,0.0,0.36
GEHC,2026-07-20,2026-07-31,11,3,2,1,3,60.0,90.0,15.0,25.0,1.0,0.666667,0.713333
GEHC,2026-07-20,2026-08-07,18,2,2,0,2,85.0,90.0,5.0,5.0,1.0,0.0,0.47
GEHC,2026-07-20,2026-08-21,32,2,1,1,2,62.5,65.0,2.5,2.5,1.0,1.0,0.67
GEHC,2026-07-20,2026-09-18,60,3,3,0,3,62.5,80.0,8.75,15.0,1.0,0.0,0.58
GEV,2026-07-20,2026-07-31,11,1,0,1,1,655.0,655.0,,,1.0,0.0,0.36
GEV,2026-07-20,2026-08-21,32,7,5,2,6,870.0,1300.0,80.0,150.0,1.0,0.571429,0.914286
GEV,2026-07-20,2026-09-18,60,3,0,3,3,300.0,1000.0,350.0,360.0,1.0,0.0,0.58
GILD,2026-07-20,2026-07-31,11,2,0,2,2,95.0,105.0,10.0,10.0,1.0,0.0,0.47
GILD,2026-07-20,2026-08-14,25,1,0,1,1,117.0,117.0,,,1.0,0.0,0.36
GILD,2026-07-20,2026-08-21,32,1,1,0,1,160.0,160.0,,,1.0,0.0,0.36
GILD,2026-07-20,2026-09-18,60,1,1,0,1,155.0,155.0,,,1.0,0.0,0.36
GIS,2026-07-20,2026-08-21,32,5,3,2,4,35.0,42.5,2.5,2.5,1.0,0.8,0.85
GIS,2026-07-20,2026-09-18,60,3,2,1,3,37.5,75.0,18.75,35.0,1.0,0.666667,0.713333
GLD,2026-07-20,2026-07-27,7,2,0,2,2,359.0,365.0,6.0,6.0,1.0,0.0,0.47
GLD,2026-07-20,2026-07-29,9,1,0,1,1,370.0,370.0,,,1.0,0.0,0.36
GLD,2026-07-20,2026-07-31,11,20,11,9,19,325.0,620.0,5.0,109.0,0.114679,0.9,0.75867
GLD,2026-07-20,2026-08-07,18,7,3,4,7,280.0,590.0,55.0,100.0,1.0,0.857143,0.971429
GLD,2026-07-20,2026-08-14,25,8,6,2,8,325.0,600.0,10.0,110.0,0.227273,0.5,0.706818
GLD,2026-07-20,2026-08-21,32,32,20,12,28,225.0,900.0,5.0,415.0,0.03012,0.75,0.70753
GLD,2026-07-20,2026-08-28,39,2,1,1,2,378.0,475.0,97.0,97.0,1.0,1.0,0.67
GLD,2026-07-20,2026-09-18,60,21,11,10,19,250.0,575.0,13.5,45.0,0.75,0.952381,0.927976
GLW,2026-07-20,2026-07-31,11,14,7,7,14,120.0,230.0,5.0,27.5,0.454545,1.0,0.863636
GLW,2026-07-20,2026-08-07,18,1,1,0,1,190.0,190.0,,,1.0,0.0,0.36
GLW,2026-07-20,2026-08-14,25,2,0,2,2,90.0,95.0,5.0,5.0,1.0,0.0,0.47
GLW,2026-07-20,2026-08-21,32,19,13,6,17,120.0,250.0,5.0,20.0,0.625,0.631579,0.832566
GLW,2026-07-20,2026-09-18,60,6,3,3,6,75.0,300.0,35.0,100.0,0.875,1.0,0.96875
GM,2026-07-20,2026-07-31,11,9,6,3,9,69.0,84.0,1.0,4.0,0.625,0.666667,0.839583
GM,2026-07-20,2026-08-21,32,9,5,4,8,60.0,95.0,2.5,10.0,0.625,0.888889,0.884028
GM,2026-07-20,2026-09-18,60,8,4,4,7,60.0,85.0,2.5,7.5,0.833333,1.0,0.958333
GNRC,2026-07-20,2026-08-07,18,2,2,0,2,220.0,245.0,25.0,25.0,1.0,0.0,0.47
GNRC,2026-07-20,2026-08-14,25,2,2,0,2,220.0,225.0,5.0,5.0,1.0,0.0,0.47
GNRC,2026-07-20,2026-08-21,32,1,1,0,1,320.0,320.0,,,1.0,0.0,0.36
GNRC,2026-07-20,2026-09-18,60,5,3,2,5,210.0,330.0,25.0,60.0,1.0,0.8,0.96
GOOG,2026-07-20,2026-07-31,11,19,13,6,18,320.0,410.0,5.0,10.0,1.0,0.631579,0.926316
GOOG,2026-07-20,2026-08-07,18,5,5,0,5,350.0,440.0,22.5,30.0,1.0,0.0,0.8
GOOG,2026-07-20,2026-08-14,25,8,6,2,8,320.0,430.0,15.0,30.0,1.0,0.5,0.9
GOOG,2026-07-20,2026-08-21,32,36,20,16,28,190.0,560.0,5.0,110.0,0.113636,0.888889,0.756187
GOOG,2026-07-20,2026-08-28,39,1,1,0,1,400.0,400.0,,,1.0,0.0,0.36
GOOG,2026-07-20,2026-09-18,60,23,15,8,23,265.0,580.0,10.0,70.0,0.357143,0.695652,0.778416
GOOGL,2026-07-20,2026-07-27,7,12,11,1,12,345.0,400.0,5.0,12.5,1.0,0.166667,0.833333
GOOGL,2026-07-20,2026-07-29,9,10,9,1,9,360.0,390.0,2.5,7.5,0.833333,0.2,0.798333
GOOGL,2026-07-20,2026-07-31,11,33,22,11,25,290.0,420.0,5.0,20.0,0.625,0.666667,0.839583
GOOGL,2026-07-20,2026-08-07,18,15,12,3,15,175.0,530.0,5.0,125.0,0.1,0.4,0.655
GOOGL,2026-07-20,2026-08-14,25,7,6,1,7,175.0,420.0,17.5,180.0,0.243056,0.285714,0.667907
GOOGL,2026-07-20,2026-08-21,32,40,22,18,34,135.0,450.0,5.0,65.0,0.192308,0.9,0.778077
GOOGL,2026-07-20,2026-08-28,39,1,0,1,1,300.0,300.0,,,1.0,0.0,0.36
GOOGL,2026-07-20,2026-09-18,60,29,17,12,26,285.0,600.0,5.0,130.0,0.096154,0.827586,0.739556
GPC,2026-07-20,2026-08-21,32,7,5,2,6,115.0,150.0,5.0,15.0,0.833333,0.571429,0.872619
GPN,2026-07-20,2026-08-21,32,4,2,2,4,75.0,90.0,5.0,5.0,1.0,1.0,0.89
GPN,2026-07-20,2026-09-18,60,2,2,0,2,90.0,100.0,10.0,10.0,1.0,0.0,0.47
GS,2026-07-20,2026-07-31,11,4,1,3,4,880.0,1150.0,75.0,175.0,1.0,0.5,0.79
GS,2026-07-20,2026-08-07,18,3,2,1,3,915.0,1220.0,152.5,230.0,1.0,0.666667,0.713333
GS,2026-07-20,2026-08-21,32,7,3,4,7,600.0,1260.0,120.0,210.0,1.0,0.857143,0.971429
GS,2026-07-20,2026-08-28,39,1,0,1,1,940.0,940.0,,,1.0,0.0,0.36
GS,2026-07-20,2026-09-18,60,8,3,5,8,370.0,1260.0,100.0,255.0,0.980392,0.75,0.945098
HACK,2026-07-20,2026-08-21,32,2,0,2,2,90.0,100.0,10.0,10.0,1.0,0.0,0.47
HAL,2026-07-20,2026-07-31,11,2,2,0,2,38.0,40.0,2.0,2.0,1.0,0.0,0.47
HAL,2026-07-20,2026-08-21,32,5,4,1,5,32.0,38.0,1.0,3.0,0.833333,0.4,0.838333
HAL,2026-07-20,2026-09-18,60,6,3,3,6,27.0,43.0,3.0,5.0,1.0,1.0,1.0
HAS,2026-07-20,2026-08-21,32,6,2,4,6,75.0,95.0,2.5,7.5,0.833333,0.666667,0.891667
HAS,2026-07-20,2026-09-18,60,1,1,0,1,82.5,82.5,,,1.0,0.0,0.36
HBAN,2026-07-20,2026-08-21,32,3,1,2,3,17.0,20.0,1.5,2.0,1.0,0.666667,0.713333
HCA,2026-07-20,2026-08-21,32,2,1,1,2,400.0,405.0,5.0,5.0,1.0,1.0,0.67
HCA,2026-07-20,2026-09-18,60,5,3,2,5,310.0,415.0,22.5,50.0,1.0,0.8,0.96
HD,2026-07-20,2026-07-31,11,4,4,0,4,235.0,430.0,50.0,100.0,1.0,0.0,0.69
HD,2026-07-20,2026-08-07,18,3,2,1,3,260.0,465.0,102.5,170.0,1.0,0.666667,0.713333
HD,2026-07-20,2026-08-14,25,4,2,2,4,295.0,430.0,45.0,60.0,1.0,1.0,0.89
HD,2026-07-20,2026-08-21,32,8,8,0,8,335.0,370.0,5.0,5.0,1.0,0.0,0.8
HD,2026-07-20,2026-09-18,60,1,1,0,1,350.0,350.0,,,1.0,0.0,0.36
HIG,2026-07-20,2026-08-21,32,1,0,1,1,120.0,120.0,,,1.0,0.0,0.36
HIG,2026-07-20,2026-09-18,60,1,0,1,1,120.0,120.0,,,1.0,0.0,0.36
HLT,2026-07-20,2026-08-21,32,1,0,1,1,330.0,330.0,,,1.0,0.0,0.36
HON,2026-07-20,2026-07-31,11,3,2,1,2,220.0,237.5,17.5,17.5,1.0,0.666667,0.603333
HON,2026-07-20,2026-08-21,32,3,2,1,3,220.0,240.0,10.0,10.0,1.0,0.666667,0.713333
HONA,2026-07-20,2026-08-21,32,3,2,1,2,230.0,240.0,10.0,10.0,1.0,0.666667,0.603333
HOOD,2026-07-20,2026-07-31,11,32,23,9,28,55.0,150.0,2.0,20.0,0.25,0.5625,0.725
HOOD,2026-07-20,2026-08-07,18,9,8,1,9,90.0,140.0,5.0,10.0,1.0,0.222222,0.844444
HOOD,2026-07-20,2026-08-14,25,12,6,6,11,85.0,140.0,5.0,12.0,1.0,1.0,1.0
HOOD,2026-07-20,2026-08-21,32,22,13,9,19,35.0,185.0,5.0,35.0,0.357143,0.818182,0.802922
HOOD,2026-07-20,2026-08-28,39,1,0,1,1,113.0,113.0,,,1.0,0.0,0.36
HOOD,2026-07-20,2026-09-18,60,17,12,5,15,85.0,200.0,5.0,35.0,0.357143,0.588235,0.756933
HPE,2026-07-20,2026-07-31,11,6,2,4,6,34.0,55.0,5.0,6.0,1.0,0.666667,0.933333
HPE,2026-07-20,2026-08-14,25,1,1,0,1,55.0,55.0,,,1.0,0.0,0.36
HPE,2026-07-20,2026-08-21,32,6,4,2,6,40.0,60.0,5.0,5.0,1.0,0.666667,0.933333
HPE,2026-07-20,2026-09-18,60,7,4,3,7,22.0,60.0,5.0,12.0,1.0,0.857143,0.971429
HPQ,2026-07-20,2026-07-31,11,1,0,1,1,22.5,22.5,,,1.0,0.0,0.36
HPQ,2026-07-20,2026-08-07,18,1,0,1,1,24.5,24.5,,,1.0,0.0,0.36
HPQ,2026-07-20,2026-08-14,25,1,1,0,1,26.0,26.0,,,1.0,0.0,0.36
HPQ,2026-07-20,2026-08-21,32,8,6,2,8,16.0,35.0,1.0,8.0,0.3125,0.5,0.728125
HPQ,2026-07-20,2026-09-18,60,4,2,2,4,18.0,40.0,7.0,12.0,1.0,1.0,0.89
HST,2026-07-20,2026-08-21,32,1,1,0,1,24.28,24.28,,,1.0,0.0,0.36
HSY,2026-07-20,2026-08-21,32,1,1,0,1,175.0,175.0,,,1.0,0.0,0.36
HUBB,2026-07-20,2026-08-21,32,1,1,0,1,470.0,470.0,,,1.0,0.0,0.36
HUBB,2026-07-20,2026-09-18,60,1,1,0,1,450.0,450.0,,,1.0,0.0,0.36
HUM,2026-07-20,2026-08-21,32,1,0,1,1,285.0,285.0,,,1.0,0.0,0.36
HUM,2026-07-20,2026-09-18,60,1,1,0,1,460.0,460.0,,,1.0,0.0,0.36
HWM,2026-07-20,2026-07-31,11,1,0,1,1,272.5,272.5,,,1.0,0.0,0.36
HWM,2026-07-20,2026-08-21,32,1,0,1,1,240.0,240.0,,,1.0,0.0,0.36
HWM,2026-07-20,2026-09-18,60,1,0,1,1,250.0,250.0,,,1.0,0.0,0.36
HYG,2026-07-20,2026-07-31,11,3,1,2,3,79.0,80.0,0.5,0.5,1.0,0.666667,0.713333
HYG,2026-07-20,2026-08-07,18,4,3,1,3,78.5,81.5,1.5,1.5,1.0,0.5,0.68
HYG,2026-07-20,2026-08-14,25,4,3,1,3,76.0,79.0,1.5,2.0,1.0,0.5,0.68
HYG,2026-07-20,2026-08-21,32,13,5,8,10,60.0,81.0,1.0,8.0,0.3125,0.769231,0.781971
HYG,2026-07-20,2026-08-28,39,1,0,1,1,80.5,80.5,,,1.0,0.0,0.36
HYG,2026-07-20,2026-09-18,60,10,2,8,8,45.0,80.0,1.0,27.0,0.092593,0.4,0.653148
IAU,2026-07-20,2026-09-18,60,1,1,0,1,94.0,94.0,,,1.0,0.0,0.36
IBB,2026-07-20,2026-09-18,60,3,0,3,3,157.0,167.0,5.0,6.0,1.0,0.0,0.58
IBIT,2026-07-20,2026-07-31,11,31,18,13,24,26.0,58.0,0.5,8.0,0.15625,0.83871,0.756804
IBIT,2026-07-20,2026-08-07,18,24,13,11,21,20.0,43.0,0.5,5.0,0.25,0.916667,0.795833
IBIT,2026-07-20,2026-08-14,25,20,12,8,16,31.0,43.0,0.5,3.5,0.357143,0.8,0.799286
IBIT,2026-07-20,2026-08-21,32,35,24,11,31,5.0,100.0,1.0,20.0,0.125,0.628571,0.706964
IBIT,2026-07-20,2026-08-28,39,10,7,3,9,29.0,46.0,1.25,7.0,0.446429,0.6,0.781607
IBIT,2026-07-20,2026-08-31,42,14,10,4,13,31.0,59.0,1.0,9.0,0.277778,0.571429,0.73373
IBIT,2026-07-20,2026-09-18,60,28,15,13,25,21.0,95.0,1.0,30.0,0.083333,0.928571,0.756548
IBM,2026-07-20,2026-07-31,11,20,15,5,19,155.0,360.0,5.0,60.0,0.208333,0.5,0.702083
IBM,2026-07-20,2026-08-07,18,15,14,1,15,215.0,400.0,5.0,75.0,0.166667,0.133333,0.618333
IBM,2026-07-20,2026-08-14,25,7,7,0,7,210.0,360.0,5.0,110.0,0.113636,0.0,0.578409
IBM,2026-07-20,2026-08-21,32,31,21,10,29,120.0,480.0,10.0,60.0,0.416667,0.645161,0.783199
IBM,2026-07-20,2026-08-28,39,3,2,1,2,220.0,240.0,20.0,20.0,1.0,0.666667,0.603333
IBM,2026-07-20,2026-09-18,60,12,7,5,10,180.0,300.0,10.0,30.0,0.833333,0.833333,0.925
ICE,2026-07-20,2026-07-31,11,1,1,0,1,150.0,150.0,,,1.0,0.0,0.36
ICE,2026-07-20,2026-08-21,32,1,1,0,1,150.0,150.0,,,1.0,0.0,0.36
ICE,2026-07-20,2026-09-18,60,2,1,1,2,125.0,150.0,25.0,25.0,1.0,1.0,0.67
IEF,2026-07-20,2026-07-31,11,5,3,2,5,91.0,100.0,1.5,5.5,0.681818,0.8,0.880455
IEF,2026-07-20,2026-08-07,18,2,2,0,2,94.0,95.5,1.5,1.5,1.0,0.0,0.47
IEF,2026-07-20,2026-08-14,25,3,3,0,3,94.0,100.0,3.0,4.5,1.0,0.0,0.58
IEF,2026-07-20,2026-08-21,32,4,3,1,4,92.0,98.0,1.0,4.0,0.625,0.5,0.69625
IEF,2026-07-20,2026-09-18,60,5,4,1,5,93.0,106.0,1.0,10.0,0.25,0.4,0.6925
IEX,2026-07-20,2026-08-21,32,3,2,1,3,210.0,240.0,15.0,20.0,1.0,0.666667,0.713333
IFF,2026-07-20,2026-09-18,60,1,1,0,1,82.5,82.5,,,1.0,0.0,0.36
IGV,2026-07-20,2026-07-31,11,7,5,2,6,88.5,102.0,2.0,6.5,0.769231,0.571429,0.856593
IGV,2026-07-20,2026-08-14,25,1,1,0,1,95.5,95.5,,,1.0,0.0,0.36
IGV,2026-07-20,2026-08-21,32,15,8,7,12,69.0,125.0,2.0,20.0,0.25,0.933333,0.799167
IGV,2026-07-20,2026-09-18,60,6,4,2,5,75.0,100.0,4.0,15.0,0.666667,0.666667,0.85
IHI,2026-07-20,2026-08-21,32,2,2,0,2,50.0,53.0,3.0,3.0,1.0,0.0,0.47
INCY,2026-07-20,2026-08-21,32,1,1,0,1,145.0,145.0,,,1.0,0.0,0.36
INCY,2026-07-20,2026-09-18,60,1,0,1,1,105.0,105.0,,,1.0,0.0,0.36
INDA,2026-07-20,2026-08-21,32,1,0,1,1,51.0,51.0,,,1.0,0.0,0.36
INDA,2026-07-20,2026-09-18,60,1,0,1,1,45.0,45.0,,,1.0,0.0,0.36
INTC,2026-07-20,2026-07-27,7,11,8,3,11,80.0,130.0,5.0,10.0,1.0,0.545455,0.909091
INTC,2026-07-20,2026-07-29,9,4,2,2,4,90.0,121.0,9.0,21.0,1.0,1.0,0.89
INTC,2026-07-20,2026-07-31,11,35,21,14,28,60.0,160.0,5.0,15.0,0.833333,0.8,0.918333
INTC,2026-07-20,2026-08-07,18,11,7,4,10,65.0,165.0,7.0,35.0,0.5,0.727273,0.820455
INTC,2026-07-20,2026-08-14,25,10,8,2,10,80.0,195.0,10.0,35.0,0.714286,0.4,0.808571
INTC,2026-07-20,2026-08-21,32,45,19,26,38,30.0,210.0,5.0,30.0,0.416667,0.844444,0.823056
INTC,2026-07-20,2026-08-28,39,6,1,5,6,75.0,110.0,5.0,14.0,0.892857,0.333333,0.839881
INTC,2026-07-20,2026-09-18,60,35,19,16,31,20.0,200.0,5.0,23.0,0.543478,0.914286,0.868727
INTU,2026-07-20,2026-07-31,11,5,1,4,5,185.0,360.0,45.0,60.0,1.0,0.4,0.88
INTU,2026-07-20,2026-08-07,18,3,0,3,3,185.0,240.0,27.5,50.0,1.0,0.0,0.58
INTU,2026-07-20,2026-08-14,25,2,1,1,2,185.0,340.0,155.0,155.0,1.0,1.0,0.67
INTU,2026-07-20,2026-09-18,60,1,1,0,1,630.0,630.0,,,1.0,0.0,0.36
INVH,2026-07-20,2026-08-21,32,1,1,0,1,30.0,30.0,,,1.0,0.0,0.36
IP,2026-07-20,2026-08-21,32,1,0,1,1,40.0,40.0,,,1.0,0.0,0.36
IQV,2026-07-20,2026-08-21,32,2,1,1,2,200.0,220.0,20.0,20.0,1.0,1.0,0.67
IRM,2026-07-20,2026-07-31,11,1,1,0,1,131.0,131.0,,,1.0,0.0,0.36
IRM,2026-07-20,2026-08-07,18,2,2,0,2,124.0,126.0,2.0,2.0,1.0,0.0,0.47
IRM,2026-07-20,2026-08-21,32,2,1,1,2,115.0,160.0,45.0,45.0,1.0,1.0,0.67
IRM,2026-07-20,2026-09-18,60,2,1,1,2,75.0,130.0,55.0,55.0,1.0,1.0,0.67
ISRG,2026-07-20,2026-07-31,11,2,1,1,2,320.0,500.0,180.0,180.0,1.0,1.0,0.67
ISRG,2026-07-20,2026-08-07,18,1,0,1,1,310.0,310.0,,,1.0,0.0,0.36
ISRG,2026-07-20,2026-08-14,25,1,1,0,1,330.0,330.0,,,1.0,0.0,0.36
ISRG,2026-07-20,2026-08-21,32,4,3,1,4,325.0,500.0,50.0,100.0,1.0,0.5,0.79
ISRG,2026-07-20,2026-09-18,60,3,1,2,3,310.0,400.0,45.0,50.0,1.0,0.666667,0.713333
ITB,2026-07-20,2026-08-21,32,2,1,1,2,91.0,105.0,14.0,14.0,1.0,1.0,0.67
ITW,2026-07-20,2026-08-21,32,1,1,0,1,310.0,310.0,,,1.0,0.0,0.36
IVV,2026-07-20,2026-08-14,25,1,1,0,1,751.0,751.0,,,1.0,0.0,0.36
IVV,2026-07-20,2026-09-18,60,1,1,0,1,735.0,735.0,,,1.0,0.0,0.36
IVZ,2026-07-20,2026-08-21,32,1,0,1,1,25.0,25.0,,,1.0,0.0,0.36
IWD,2026-07-20,2026-08-21,32,2,2,0,2,200.0,255.0,55.0,55.0,1.0,0.0,0.47
IWF,2026-07-20,2026-08-21,32,1,1,0,1,110.0,110.0,,,1.0,0.0,0.36
IWM,2026-07-20,2026-07-27,7,21,9,12,19,275.0,302.0,1.0,5.0,0.5,0.857143,0.846429
IWM,2026-07-20,2026-07-28,8,16,9,7,14,266.0,304.0,1.0,21.0,0.119048,0.875,0.754762
IWM,2026-07-20,2026-07-29,9,13,6,7,12,240.0,302.0,4.0,27.0,0.37037,0.923077,0.827208
IWM,2026-07-20,2026-07-30,10,12,4,8,12,280.0,297.0,1.0,4.0,0.625,0.666667,0.839583
IWM,2026-07-20,2026-07-31,11,50,23,27,41,230.0,315.0,1.0,34.0,0.073529,0.92,0.752382
IWM,2026-07-20,2026-08-07,18,26,12,14,24,215.0,315.0,2.0,50.0,0.1,0.923077,0.759615
IWM,2026-07-20,2026-08-14,25,19,11,8,19,250.0,315.0,2.5,14.0,0.446429,0.842105,0.830028
IWM,2026-07-20,2026-08-21,32,55,26,29,50,245.0,325.0,1.0,5.0,0.5,0.945455,0.864091
IWM,2026-07-20,2026-08-28,39,6,1,5,6,260.0,305.0,10.0,15.0,1.0,0.333333,0.866667
IWM,2026-07-20,2026-09-18,60,25,9,16,23,175.0,355.0,5.0,35.0,0.357143,0.72,0.783286
IYR,2026-07-20,2026-08-21,32,3,2,1,3,99.0,109.0,5.0,7.0,1.0,0.666667,0.713333
IYR,2026-07-20,2026-09-18,60,3,1,2,3,89.0,104.0,7.5,12.0,1.0,0.666667,0.713333
JBHT,2026-07-20,2026-08-21,32,2,1,1,2,185.0,320.0,135.0,135.0,1.0,1.0,0.67
JBL,2026-07-20,2026-08-21,32,1,0,1,1,320.0,320.0,,,1.0,0.0,0.36
JBL,2026-07-20,2026-09-18,60,1,0,1,1,450.0,450.0,,,1.0,0.0,0.36
JCI,2026-07-20,2026-08-21,32,3,1,2,3,120.0,155.0,17.5,20.0,1.0,0.666667,0.713333
JCI,2026-07-20,2026-09-18,60,2,1,1,2,130.0,160.0,30.0,30.0,1.0,1.0,0.67
JEPI,2026-07-20,2026-08-21,32,6,2,4,6,52.0,58.0,1.0,2.0,1.0,0.666667,0.933333
JEPQ,2026-07-20,2026-08-21,32,7,4,3,6,57.0,62.0,1.0,1.0,1.0,0.857143,0.971429
JETS,2026-07-20,2026-07-31,11,5,3,2,5,25.5,31.5,1.5,2.5,1.0,0.8,0.96
JETS,2026-07-20,2026-08-14,25,1,1,0,1,33.0,33.0,,,1.0,0.0,0.36
JETS,2026-07-20,2026-09-18,60,4,0,4,4,28.0,37.0,4.0,4.0,1.0,0.0,0.69
JNJ,2026-07-20,2026-07-31,11,4,3,1,3,205.0,270.0,32.5,60.0,1.0,0.5,0.68
