symbol,quote_date,governance_status,quote_observation_status,spread_observation_status,overall_quality_score,contract_count,quoted_contracts,traded_contracts,liquid_contracts,valid_spread_contracts,crossed_market_contracts,locked_market_contracts,negative_market_value_contracts,iv_available_contracts,delta_available_contracts,full_greeks_contracts,quote_completeness_score,trade_completeness_score,liquidity_score,spread_integrity_score,iv_completeness_score,greeks_completeness_score,average_spread_pct,median_spread_pct,maximum_spread_pct,governance_reasons,informational_notes
EXE,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,7,0,7,7,0,0,0,0,7,7,7,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 7 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
EXPD,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,3,0,3,3,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 3 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
EXPE,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
EXR,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
F,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.988095,42,0,42,42,0,0,0,0,41,41,41,0.0,1.0,1.0,0.0,0.97619,0.97619,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FANG,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,3,0,3,3,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 3 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FAST,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,4,0,4,4,0,0,0,0,4,4,4,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 4 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FBTC,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FCX,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,19,0,19,19,0,0,0,0,19,19,19,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FDS,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FDX,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,4,0,4,4,0,0,0,0,4,4,4,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 4 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FDXF,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FE,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,3,0,3,3,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 3 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FER,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FFIV,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FICO,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FIS,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FISV,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,9,0,9,9,0,0,0,0,9,9,9,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 9 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FITB,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,5,0,5,5,0,0,0,0,5,5,5,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 5 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FIX,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FLEX,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,8,0,8,8,0,0,0,0,8,8,8,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 8 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FOX,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FOXA,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,3,0,3,3,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 3 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FRT,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FSLR,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,17,0,17,17,0,0,0,0,17,17,17,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FTNT,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,4,0,4,4,0,0,0,0,4,4,4,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 4 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FTV,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
FXI,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.970588,34,0,34,34,0,0,0,0,32,32,32,0.0,1.0,1.0,0.0,0.941176,0.941176,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GD,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,5,0,5,5,0,0,0,0,5,5,5,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 5 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GDDY,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,4,0,4,4,0,0,0,0,4,4,4,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 4 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GDX,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.958333,48,0,48,48,0,0,0,0,44,44,44,0.0,1.0,1.0,0.0,0.916667,0.916667,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GDXJ,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.972222,18,0,18,18,0,0,0,0,17,17,17,0.0,1.0,1.0,0.0,0.944444,0.944444,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GE,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,14,0,14,14,0,0,0,0,14,14,14,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GEHC,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,10,0,10,10,0,0,0,0,10,10,10,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GEN,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GEV,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,11,0,11,11,0,0,0,0,11,11,11,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GILD,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,5,0,5,5,0,0,0,0,5,5,5,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 5 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GIS,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,0.9375,8,0,8,8,0,0,0,0,7,7,7,0.0,1.0,1.0,0.0,0.875,0.875,,,,sparse chain: contracts 8 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GL,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GLD,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.962366,93,0,93,93,0,0,0,0,86,86,86,0.0,1.0,1.0,0.0,0.924731,0.924731,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GLW,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,42,0,42,42,0,0,0,0,42,42,42,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GM,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,26,0,26,26,0,0,0,0,26,26,26,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GNRC,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,10,0,10,10,0,0,0,0,10,10,10,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GOOG,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.98913,92,0,92,92,0,0,0,0,90,90,90,0.0,1.0,1.0,0.0,0.978261,0.978261,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GOOGL,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.986395,147,0,147,147,0,0,0,0,143,143,143,0.0,1.0,1.0,0.0,0.972789,0.972789,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GPC,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,7,0,7,7,0,0,0,0,7,7,7,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 7 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GPN,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,6,0,6,6,0,0,0,0,6,6,6,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 6 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GRMN,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GS,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,23,0,23,23,0,0,0,0,23,23,23,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
GWW,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HACK,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HAL,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,13,0,13,13,0,0,0,0,13,13,13,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HAS,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,7,0,7,7,0,0,0,0,7,7,7,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 7 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HBAN,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,3,0,3,3,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 3 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HCA,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,7,0,7,7,0,0,0,0,7,7,7,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 7 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HD,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,20,0,20,20,0,0,0,0,20,20,20,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HIG,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HII,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HLT,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HON,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,6,0,6,6,0,0,0,0,6,6,6,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 6 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HONA,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,3,0,3,3,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 3 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HOOD,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,93,0,93,93,0,0,0,0,93,93,93,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HPE,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,20,0,20,20,0,0,0,0,20,20,20,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HPQ,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,15,0,15,15,0,0,0,0,15,15,15,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HRL,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HSIC,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HST,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HSY,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HUBB,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HUM,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HWM,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,3,0,3,3,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 3 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
HYG,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.985714,35,0,35,35,0,0,0,0,34,34,34,0.0,1.0,1.0,0.0,0.971429,0.971429,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
IAU,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
IBB,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,3,0,3,3,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 3 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
IBIT,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.996914,162,0,162,162,0,0,0,0,161,161,161,0.0,1.0,1.0,0.0,0.993827,0.993827,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
IBKR,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
IBM,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,88,0,88,88,0,0,0,0,88,88,88,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
ICE,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,4,0,4,4,0,0,0,0,4,4,4,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 4 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
ICLN,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
IDXX,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
IEF,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,19,0,19,19,0,0,0,0,19,19,19,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
IEX,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,3,0,3,3,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 3 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
IFF,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
IGV,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.965517,29,0,29,29,0,0,0,0,27,27,27,0.0,1.0,1.0,0.0,0.931034,0.931034,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
IHI,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
INCY,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
INDA,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,0.75,2,0,2,2,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,0.5,0.5,,,,IV completeness 0.500 < 0.700 | Greeks completeness 0.500 < 0.650 | sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
INTC,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,157,0,157,157,0,0,0,0,157,157,157,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
INTU,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,11,0,11,11,0,0,0,0,11,11,11,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
INVH,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
IP,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
IQV,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
IR,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
IRM,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,7,0,7,7,0,0,0,0,7,7,7,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 7 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
ISRG,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,11,0,11,11,0,0,0,0,11,11,11,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
